	Ground Truth	Predicted
17174	GO:0005783	NA
17175	NA	NA
17176	NA	NA
17177	NA	NA
17178	NA	NA
17179	NA	NA
17180	NA	NA
17181	NA	NA
17182	NA	NA
17183	NA	NA
17184	NA	NA
17185	NA	NA
17186	NA	NA
17187	NA	NA
17188	NA	NA
17189	NA	NA
17190	NA	NA
17191	NA	NA
17192	NA	NA
17193	NA	NA
17194	NA	NA
17195	NA	NA
17196	NA	NA
17197	NA	NA
17198	NA	NA
17199	NA	NA
17200	NA	NA
17201	NA	NA
17202	NA	NA
17203	NA	NA
17204	NA	NA
17205	NA	NA
17206	NA	NA
17207	NA	NA
17208	NA	NA
17209	NA	NA
17210	NA	NA
17211	NA	NA
17212	NA	NA
17213	NA	NA
17214	NA	NA
17215	NA	NA
17216	NA	NA
17217	NA	NA
17218	NA	NA
17219	NA	NA
17220	NA	NA
17221	NA	NA
17222	NA	NA
17223	NA	NA
17224	NA	NA
17225	NA	NA
17226	NA	NA
17227	NA	NA
17228	NA	NA
17229	NA	NA
17230	NA	NA
17231	NA	NA
17232	NA	NA
17233	NA	NA
17234	NA	NA
17235	NA	NA
17236	NA	NA
17237	NA	NA
17238	NA	NA
17239	NA	NA
17240	NA	NA
17241	NA	NA
17242	NA	NA
17243	NA	NA
17244	NA	NA
17245	NA	NA
17246	NA	NA
17247	NA	NA
17248	NA	NA
17249	NA	NA
17250	NA	NA
17251	NA	NA
17252	GO:0000792	GO:0000792
17253	NA	NA
17254	NA	NA
17255	NA	NA
17256	NA	NA
17257	GO:0005623	GO:0005623
17258	NA	NA
17259	NA	NA
17260	NA	NA
17261	NA	NA
17262	NA	NA
17263	NA	NA
17264	NA	NA
17265	NA	NA
17266	NA	NA
17267	GO:0005623	GO:0005623
17268	NA	NA
17269	NA	NA
17270	NA	NA
17271	NA	NA
17272	NA	NA
17273	NA	NA
17274	NA	NA
17275	NA	NA
17276	NA	NA
17277	NA	NA
17278	NA	NA
17279	NA	NA
17280	NA	NA
17281	NA	NA
17282	NA	NA
17283	NA	NA
17284	NA	NA
17285	NA	NA
17286	NA	NA
17287	NA	NA
17288	NA	NA
17289	NA	NA
17290	NA	NA
17291	NA	NA
17292	NA	NA
17293	NA	NA
17294	NA	NA
17295	NA	NA
17296	NA	NA
17297	NA	NA
17298	NA	NA
17299	NA	NA
17300	GO:0005783	NA
17301	GO:0005783	NA
17302	GO:0005783	NA
17303	GO:0005783	NA
17304	GO:0005783	NA
17305	GO:0005783	NA
17306	GO:0005783	NA
17307	GO:0005783	NA
17308	GO:0005783	NA
17309	GO:0005783	NA
17310	GO:0005783	NA
17311	GO:0005783	NA
17312	GO:0005783	NA
17313	GO:0005783	NA
17314	GO:0005783	NA
17315	GO:0005783	NA
17316	GO:0005783	NA
17317	GO:0005783	NA
17318	GO:0005783	NA
17319	GO:0005783	NA
17320	GO:0005783	NA
17321	GO:0005783	NA
17322	GO:0005783	NA
17323	GO:0005783	NA
17324	GO:0005783	NA
17325	NA	NA
17326	NA	NA
17327	NA	NA
17328	NA	NA
17329	NA	NA
17330	NA	NA
17331	GO:0005783	NA
17332	GO:0005783	NA
17333	GO:0005783	NA
17334	GO:0005783	NA
17335	GO:0005783	NA
17336	GO:0005783	NA
17337	GO:0005783	NA
17338	GO:0005783	NA
17339	GO:0005783	NA
17340	GO:0005783	NA
17341	GO:0005783	NA
17342	GO:0005783	NA
17343	GO:0005783	NA
17344	GO:0005783	NA
17345	GO:0005783	NA
17346	GO:0005783	NA
17347	GO:0005783	NA
17348	GO:0005783	NA
17349	GO:0005783	NA
17350	GO:0005783	NA
17351	GO:0005783	NA
17352	GO:0005783	NA
17353	GO:0005783	NA
17354	GO:0005783	NA
17355	GO:0005783	NA
17356	GO:0005783	NA
17357	GO:0005783	NA
17358	GO:0005783	NA
17359	GO:0005783	NA
17360	GO:0005783	NA
17361	GO:0005783	NA
17362	GO:0005783	NA
17363	GO:0005783	NA
17364	GO:0005783	NA
17365	GO:0005783	NA
17366	GO:0005783	NA
17367	GO:0005783	NA
17368	GO:0005783	NA
17369	GO:0005783	NA
17370	GO:0005783	NA
17371	GO:0005783	NA
17372	GO:0005783	NA
17373	GO:0005783	NA
17374	GO:0005783	NA
17375	GO:0005783	NA
17376	GO:0005783	NA
17377	GO:0005783	NA
17378	GO:0005783	NA
17379	GO:0005783	NA
17380	GO:0005783	NA
17381	GO:0005783	NA
17382	GO:0005783	NA
17383	GO:0005783	NA
17384	GO:0005783	NA
17385	GO:0005783	NA
17386	GO:0005783	NA
17387	GO:0005783	NA
17388	GO:0005783	NA
17389	GO:0005783	NA
17390	GO:0005783	NA
17391	GO:0005783	NA
17392	GO:0005783	NA
17393	GO:0005783	NA
17394	GO:0005783	NA
17395	GO:0005783	NA
17396	GO:0005783	NA
17397	GO:0005783	NA
17398	GO:0005783	NA
17399	GO:0005783	NA
17400	NA	NA
17401	NA	NA
17402	NA	NA
17403	NA	NA
17404	NA	NA
17405	NA	NA
17406	NA	NA
17407	NA	NA
17408	NA	NA
17409	NA	NA
17410	NA	NA
17411	NA	NA
17412	NA	NA
17413	NA	NA
17414	NA	NA
17415	NA	NA
17416	NA	NA
17417	NA	NA
17418	NA	NA
17419	NA	NA
17420	NA	NA
17421	NA	NA
17422	NA	NA
17423	NA	NA
17424	NA	NA
17425	NA	NA
17426	NA	NA
17427	NA	NA
17428	NA	NA
17429	NA	NA
17430	NA	NA
17431	NA	NA
17432	NA	NA
17433	NA	NA
17434	NA	NA
17435	NA	NA
17436	NA	NA
17437	NA	NA
17438	NA	NA
17439	NA	NA
17440	NA	NA
17441	NA	NA
17442	NA	NA
17443	NA	NA
17444	NA	NA
17445	NA	NA
17446	NA	NA
17447	NA	NA
17448	NA	NA
17449	NA	NA
17450	NA	NA
17451	NA	NA
17452	NA	NA
17453	NA	NA
17454	NA	NA
17455	NA	NA
17456	NA	NA
17457	NA	NA
17458	NA	NA
17459	NA	NA
17460	NA	NA
17461	NA	NA
17462	NA	NA
17463	NA	NA
17464	NA	NA
17465	NA	NA
17466	NA	NA
17467	NA	NA
17468	NA	NA
17469	NA	NA
17470	NA	NA
17471	NA	NA
17472	NA	NA
17473	NA	NA
17474	NA	NA
17475	NA	NA
17476	NA	NA
17477	NA	NA
17478	NA	NA
17479	NA	NA
17480	NA	NA
17481	NA	NA
17482	NA	NA
17483	NA	NA
17484	NA	NA
17485	GO:0005783	NA
17486	GO:0005783	NA
17487	GO:0005783	NA
17488	GO:0005783	NA
17489	GO:0005783	NA
17490	GO:0005783	NA
17491	GO:0005783	NA
17492	GO:0005783	NA
17493	GO:0005783	NA
17494	GO:0005783	NA
17495	GO:0005783	NA
17496	GO:0005783	NA
17497	GO:0005783	NA
17498	GO:0005783	NA
17499	GO:0005783	NA
17500	GO:0005783	NA
17501	GO:0005783	NA
17502	GO:0005783	NA
17503	GO:0005783	NA
17504	GO:0005783	NA
17505	GO:0005783	NA
17506	GO:0005783	NA
17507	GO:0005783	NA
17508	GO:0005783	NA
17509	GO:0005783	NA
17510	GO:0005783	NA
17511	GO:0005783	NA
17512	GO:0005783	NA
17513	GO:0005783	NA
17514	GO:0005783	NA
17515	GO:0005783	NA
17516	GO:0005783	NA
17517	GO:0005783	NA
17518	GO:0005783	NA
17519	GO:0005783	NA
17520	GO:0005783	NA
17521	GO:0005783	NA
17522	GO:0005783	NA
17523	GO:0005783	NA
17524	GO:0005783	NA
17525	GO:0005783	NA
17526	GO:0005783	NA
17527	GO:0005783	NA
17528	GO:0005783	NA
17529	GO:0005783	NA
17530	GO:0005783	NA
17531	GO:0005783	NA
17532	GO:0005783	NA
17533	GO:0005783	NA
17534	GO:0005783	NA
17535	GO:0005783	NA
17536	GO:0005783	NA
17537	GO:0005783	NA
17538	GO:0005783	NA
17539	GO:0005783	NA
17540	GO:0005783	NA
17541	GO:0005783	NA
17542	GO:0005783	NA
17543	GO:0005783	NA
17544	GO:0005783	NA
17545	GO:0005783	NA
17546	GO:0005783	NA
17547	GO:0005783	NA
17548	GO:0005783	NA
17549	GO:0005783	NA
17550	NA	NA
17551	NA	NA
17552	NA	NA
17553	NA	NA
17554	NA	NA
17555	NA	NA
17556	NA	NA
17557	NA	NA
17558	NA	NA
17559	GO:0005623	GO:0005623
17560	NA	NA
17561	NA	NA
17562	NA	NA
17563	NA	NA
17564	NA	NA
17565	NA	NA
17566	NA	NA
17567	NA	NA
17568	NA	NA
17569	NA	NA
17570	NA	NA
17571	NA	NA
17572	NA	NA
17573	NA	NA
17574	NA	NA
17575	NA	NA
17576	NA	NA
17577	NA	NA
17578	NA	NA
17579	NA	NA
17580	NA	NA
17581	NA	NA
17582	NA	NA
17583	NA	NA
17584	NA	NA
17585	NA	NA
17586	NA	NA
17587	NA	NA
17588	NA	NA
17589	NA	NA
17590	NA	NA
17591	NA	NA
17592	NA	NA
17593	NA	NA
17594	GO:0005623	GO:0005623
17595	NA	NA
17596	NA	NA
17597	NA	NA
17598	NA	NA
17599	NA	NA
17600	NA	NA
17601	NA	NA
17602	NA	NA
17603	NA	NA
17604	NA	NA
17605	NA	NA
17606	NA	NA
17607	NA	NA
17608	NA	NA
17609	NA	NA
17610	NA	NA
17611	NA	NA
17612	NA	NA
17613	NA	NA
17614	NA	NA
17615	NA	NA
17616	NA	NA
17617	NA	NA
17618	NA	NA
17619	NA	NA
17620	NA	NA
17621	NA	NA
17622	NA	NA
17623	NA	NA
17624	NA	NA
17625	NA	NA
17626	NA	NA
17627	NA	NA
17628	NA	NA
17629	NA	NA
17630	NA	NA
17631	NA	NA
17632	NA	NA
17633	NA	NA
17634	NA	NA
17635	NA	NA
17636	NA	NA
17637	NA	NA
17638	NA	NA
17639	NA	NA
17640	NA	NA
17641	NA	NA
17642	NA	NA
17643	NA	NA
17644	NA	NA
17645	NA	NA
17646	GO:0005783	NA
17647	GO:0005783	NA
17648	GO:0005783	NA
17649	GO:0005783	NA
17650	GO:0005783	NA
17651	GO:0005783	NA
17652	GO:0005783	NA
17653	GO:0005783	NA
17654	GO:0005783	NA
17655	GO:0005783	NA
17656	GO:0005783	NA
17657	GO:0005783	NA
17658	GO:0005783	NA
17659	GO:0005783	NA
17660	GO:0005783	NA
17661	GO:0005783	NA
17662	GO:0005783	NA
17663	GO:0005783	NA
17664	GO:0005783	NA
17665	GO:0005783	NA
17666	GO:0005783	NA
17667	GO:0005783	NA
17668	GO:0005783	NA
17669	GO:0005783	NA
17670	GO:0005783	NA
17671	GO:0005783	NA
17672	GO:0005783	NA
17673	GO:0005783	NA
17674	GO:0005783	NA
17675	GO:0005783	NA
17676	GO:0005783	NA
17677	GO:0005783	NA
17678	GO:0005783	NA
17679	GO:0005783	NA
17680	GO:0005783	NA
17681	GO:0005783	NA
17682	GO:0005783	NA
17683	GO:0005783	NA
17684	GO:0005783	NA
17685	GO:0005783	NA
17686	GO:0005783	NA
17687	GO:0005783	NA
17688	GO:0005783	NA
17689	GO:0005783	NA
17690	GO:0005783	NA
17691	GO:0005783	NA
17692	GO:0005783	NA
17693	GO:0005783	NA
17694	GO:0005783	NA
17695	GO:0005783	NA
17696	GO:0005783	NA
17697	GO:0005783	NA
17698	GO:0005783	NA
17699	GO:0005783	NA
17700	NA	NA
17701	NA	NA
17702	NA	NA
17703	NA	NA
17704	NA	NA
17705	GO:0005623	GO:0005623
17706	NA	NA
17707	NA	NA
17708	NA	NA
17709	NA	NA
17710	NA	NA
17711	NA	NA
17712	NA	NA
17713	NA	NA
17714	NA	NA
17715	NA	NA
17716	NA	NA
17717	GO:0005623	GO:0005623
17718	NA	NA
17719	NA	NA
17720	NA	NA
17721	NA	NA
17722	NA	NA
17723	NA	NA
17724	NA	NA
17725	NA	NA
17726	NA	NA
17727	NA	NA
17728	NA	NA
17729	NA	NA
17730	NA	NA
17731	NA	NA
17732	NA	NA
17733	NA	NA
17734	NA	NA
17735	NA	NA
17736	NA	NA
17737	NA	NA
17738	NA	NA
17739	NA	NA
17740	NA	NA
17741	NA	NA
17742	NA	NA
17743	GO:0000267	NA
17744	NA	NA
17745	NA	NA
17746	NA	NA
17747	NA	NA
17748	NA	NA
17749	NA	NA
17750	NA	NA
17751	NA	NA
17752	NA	NA
17753	NA	NA
17754	NA	NA
17755	NA	NA
17756	NA	NA
17757	NA	NA
17758	NA	NA
17759	NA	NA
17760	NA	NA
17761	NA	NA
17762	NA	NA
17763	NA	NA
17764	NA	NA
17765	NA	NA
17766	NA	NA
17767	NA	NA
17768	NA	NA
17769	NA	NA
17770	NA	NA
17771	NA	NA
17772	NA	NA
17773	GO:0005623	GO:0005623
17774	NA	NA
17775	NA	NA
17776	NA	NA
17777	NA	NA
17778	NA	NA
17779	NA	NA
17780	NA	NA
17781	NA	NA
17782	NA	NA
17783	NA	NA
17784	NA	NA
17785	NA	NA
17786	NA	NA
17787	NA	NA
17788	NA	NA
17789	NA	NA
17790	NA	NA
17791	NA	NA
17792	NA	NA
17793	NA	NA
17794	GO:0005623	GO:0005623
17795	NA	NA
17796	NA	NA
17797	NA	NA
17798	GO:0005623	GO:0005623
17799	NA	NA
17800	NA	NA
17801	NA	NA
17802	NA	NA
17803	NA	NA
17804	NA	NA
17805	NA	NA
17806	NA	NA
17807	NA	NA
17808	NA	NA
17809	GO:0005623	GO:0005623
17810	NA	NA
17811	NA	NA
17812	NA	NA
17813	GO:0005737	NA
17814	NA	NA
17815	NA	NA
17816	NA	NA
17817	NA	NA
17818	NA	NA
17819	NA	NA
17820	NA	NA
17821	NA	NA
17822	NA	NA
17823	NA	NA
17824	NA	NA
17825	NA	NA
17826	NA	NA
17827	NA	NA
17828	NA	NA
17829	NA	NA
17830	NA	NA
17831	NA	NA
17832	NA	NA
17833	NA	NA
17834	NA	NA
17835	NA	NA
17836	NA	NA
17837	NA	NA
17838	NA	NA
17839	NA	NA
17840	NA	NA
17841	NA	NA
17842	NA	NA
17843	NA	NA
17844	NA	NA
17845	NA	NA
17846	NA	NA
17847	NA	NA
17848	NA	NA
17849	NA	NA
17850	NA	NA
17851	NA	NA
17852	NA	NA
17853	NA	NA
17854	GO:0005694	GO:0005694
17855	NA	NA
17856	NA	NA
17857	NA	NA
17858	NA	NA
17859	NA	NA
17860	NA	NA
17861	NA	NA
17862	NA	NA
17863	NA	NA
17864	NA	NA
17865	NA	NA
17866	NA	NA
17867	NA	NA
17868	NA	NA
17869	NA	NA
17870	NA	NA
17871	NA	NA
17872	NA	NA
17873	NA	NA
17874	NA	NA
17875	NA	NA
17876	NA	NA
17877	NA	NA
17878	NA	NA
17879	NA	NA
17880	NA	NA
17881	NA	NA
17882	NA	NA
17883	NA	NA
17884	NA	NA
17885	NA	NA
17886	NA	NA
17887	NA	NA
17888	NA	NA
17889	NA	NA
17890	NA	NA
17891	NA	NA
17892	NA	NA
17893	NA	NA
17894	NA	NA
17895	NA	NA
17896	NA	NA
17897	NA	NA
17898	GO:0031982	NA
17899	NA	NA
17900	NA	NA
17901	NA	NA
17902	NA	NA
17903	GO:0000267	NA
17904	NA	NA
17905	NA	NA
17906	NA	NA
17907	NA	NA
17908	NA	NA
17909	NA	NA
17910	NA	NA
17911	NA	NA
17912	NA	NA
17913	NA	NA
17914	NA	NA
17915	NA	NA
17916	NA	NA
17917	NA	NA
17918	NA	NA
17919	NA	NA
17920	NA	NA
17921	NA	NA
17922	GO:0005783	NA
17923	GO:0005783	NA
17924	GO:0005783	NA
17925	NA	NA
17926	NA	NA
17927	NA	NA
17928	NA	NA
17929	NA	NA
17930	GO:0005783	NA
17931	GO:0005783	NA
17932	GO:0005783	NA
17933	GO:0005783	NA
17934	GO:0005783	NA
17935	GO:0005783	NA
17936	GO:0005783	NA
17937	GO:0005783	NA
17938	GO:0005783	NA
17939	GO:0005783	NA
17940	GO:0005783	NA
17941	GO:0005783	NA
17942	GO:0005783	NA
17943	GO:0005783	NA
17944	GO:0005783	NA
17945	GO:0005783	NA
17946	GO:0005783	NA
17947	GO:0005783	NA
17948	GO:0005783	NA
17949	GO:0005783	NA
17950	GO:0005783	NA
17951	GO:0005783	NA
17952	GO:0005783	NA
17953	GO:0005783	NA
17954	GO:0005783	NA
17955	GO:0005783	NA
17956	GO:0005783	NA
17957	GO:0005783	NA
17958	GO:0005783	NA
17959	GO:0005783	NA
17960	GO:0005783	NA
17961	GO:0005783	NA
17962	GO:0005783	NA
17963	GO:0005783	NA
17964	GO:0005783	NA
17965	GO:0005783	NA
17966	GO:0005783	NA
17967	GO:0005783	NA
17968	GO:0005783	NA
17969	GO:0005783	NA
17970	GO:0005783	NA
17971	GO:0005783	NA
17972	GO:0005783	NA
17973	GO:0005783	NA
17974	GO:0005783	NA
17975	GO:0005783	NA
17976	GO:0005783	NA
17977	GO:0005783	NA
17978	GO:0005783	NA
17979	GO:0005783	NA
17980	GO:0005783	NA
17981	GO:0005783	NA
17982	GO:0005783	NA
17983	GO:0005783	NA
17984	GO:0005783	NA
17985	GO:0005783	NA
17986	GO:0005783	NA
17987	GO:0005783	NA
17988	GO:0005783	NA
17989	GO:0005783	NA
17990	GO:0005783	NA
17991	GO:0005783	NA
17992	GO:0005783	NA
17993	GO:0005783	NA
17994	GO:0005783	NA
17995	GO:0005783	NA
17996	GO:0005783	NA
17997	GO:0005783	NA
17998	GO:0005783	NA
17999	GO:0005783	NA
18000	NA	NA
18001	NA	NA
18002	NA	NA
18003	NA	NA
18004	NA	NA
18005	NA	NA
18006	NA	NA
18007	NA	NA
18008	NA	NA
18009	NA	NA
18010	NA	NA
18011	NA	NA
18012	NA	NA
18013	NA	NA
18014	NA	NA
18015	NA	NA
18016	NA	NA
18017	NA	NA
18018	NA	NA
18019	NA	NA
18020	NA	NA
18021	NA	NA
18022	NA	NA
18023	NA	NA
18024	NA	NA
18025	NA	NA
18026	NA	NA
18027	NA	NA
18028	NA	NA
18029	NA	NA
18030	NA	NA
18031	NA	NA
18032	NA	NA
18033	NA	NA
18034	NA	NA
18035	NA	NA
18036	NA	NA
18037	NA	NA
18038	NA	NA
18039	NA	NA
18040	NA	NA
18041	NA	NA
18042	NA	NA
18043	NA	NA
18044	NA	NA
18045	NA	NA
18046	GO:0019814	GO:0019814
18047	NA	NA
18048	NA	NA
18049	NA	GO:0005581
18050	NA	NA
18051	NA	NA
18052	NA	NA
18053	NA	NA
18054	NA	NA
18055	NA	NA
18056	NA	NA
18057	NA	NA
18058	NA	NA
18059	NA	NA
18060	NA	NA
18061	NA	NA
18062	NA	NA
18063	NA	NA
18064	NA	NA
18065	NA	NA
18066	NA	NA
18067	NA	NA
18068	NA	NA
18069	NA	NA
18070	NA	NA
18071	NA	NA
18072	NA	NA
18073	NA	NA
18074	NA	NA
18075	NA	NA
18076	NA	NA
18077	NA	NA
18078	NA	NA
18079	NA	NA
18080	NA	NA
18081	NA	NA
18082	NA	NA
18083	NA	NA
18084	NA	NA
18085	NA	NA
18086	NA	NA
18087	NA	NA
18088	NA	NA
18089	NA	NA
18090	NA	NA
18091	NA	NA
18092	NA	NA
18093	NA	NA
18094	NA	NA
18095	NA	NA
18096	NA	NA
18097	NA	NA
18098	NA	NA
18099	NA	NA
18100	NA	NA
18101	NA	NA
18102	NA	NA
18103	NA	NA
18104	NA	NA
18105	NA	NA
18106	NA	NA
18107	NA	NA
18108	NA	NA
18109	NA	NA
18110	NA	NA
18111	NA	NA
18112	NA	NA
18113	NA	NA
18114	NA	NA
18115	NA	NA
18116	NA	NA
18117	GO:0005783	NA
18118	GO:0005783	NA
18119	GO:0005783	NA
18120	GO:0005783	NA
18121	GO:0005783	NA
18122	GO:0005783	NA
18123	GO:0005783	NA
18124	GO:0005783	NA
18125	GO:0005783	NA
18126	GO:0005783	NA
18127	GO:0005783	NA
18128	GO:0005783	NA
18129	GO:0005783	NA
18130	GO:0005783	NA
18131	GO:0005783	NA
18132	GO:0005783	NA
18133	GO:0005783	NA
18134	GO:0005783	NA
18135	GO:0005783	NA
18136	GO:0005783	NA
18137	GO:0005783	NA
18138	GO:0005783	NA
18139	GO:0005783	NA
18140	GO:0005783	NA
18141	GO:0005783	NA
18142	GO:0005783	NA
18143	GO:0005783	NA
18144	GO:0005783	NA
18145	GO:0005783	NA
18146	GO:0005783	NA
18147	GO:0005783	NA
18148	GO:0005783	NA
18149	GO:0005783	NA
18150	NA	NA
18151	NA	NA
18152	NA	NA
18153	NA	NA
18154	NA	NA
18155	GO:0005783	NA
18156	GO:0005783	NA
18157	GO:0005783	NA
18158	GO:0005783	NA
18159	GO:0005783	NA
18160	GO:0005783	NA
18161	GO:0005783	NA
18162	GO:0005783	NA
18163	GO:0005783	NA
18164	GO:0005783	NA
18165	GO:0005783	NA
18166	GO:0005783	NA
18167	GO:0005783	NA
18168	GO:0005783	NA
18169	GO:0005783	NA
18170	GO:0005783	NA
18171	GO:0005783	NA
18172	GO:0005783	NA
18173	GO:0005783	NA
18174	GO:0005783	NA
18175	GO:0005783	NA
18176	GO:0005783	NA
18177	GO:0005783	NA
18178	GO:0005783	NA
18179	GO:0005783	NA
18180	GO:0005783	NA
18181	GO:0005783	NA
18182	GO:0005783	NA
18183	GO:0005783	NA
18184	GO:0005783	NA
18185	GO:0005783	NA
18186	GO:0005783	NA
18187	GO:0005783	NA
18188	GO:0005783	NA
18189	GO:0005783	NA
18190	GO:0005783	NA
18191	GO:0005783	NA
18192	GO:0005783	NA
18193	GO:0005783	NA
18194	GO:0005783	NA
18195	GO:0005783	NA
18196	GO:0005783	NA
18197	GO:0005783	NA
18198	GO:0005783	NA
18199	GO:0005783	NA
18200	GO:0005783	NA
18201	GO:0005783	NA
18202	GO:0005783	NA
18203	GO:0005783	NA
18204	GO:0005783	NA
18205	GO:0005783	NA
18206	GO:0005783	NA
18207	GO:0005783	NA
18208	GO:0005783	NA
18209	GO:0005783	NA
18210	GO:0005783	NA
18211	GO:0005783	NA
18212	GO:0005783	NA
18213	GO:0005783	NA
18214	GO:0005783	NA
18215	GO:0005783	NA
18216	GO:0005783	NA
18217	GO:0005783	NA
18218	GO:0005783	NA
18219	GO:0005783	NA
18220	GO:0005783	NA
18221	GO:0005783	NA
18222	GO:0005783	NA
18223	GO:0005783	NA
18224	GO:0005783	NA
18225	NA	NA
18226	NA	NA
18227	NA	NA
18228	NA	NA
18229	NA	NA
18230	NA	NA
18231	NA	NA
18232	NA	NA
18233	NA	NA
18234	NA	NA
18235	NA	NA
18236	NA	NA
18237	NA	NA
18238	GO:0000805	NA
18239	NA	NA
18240	NA	NA
18241	NA	NA
18242	NA	NA
18243	NA	NA
18244	NA	NA
18245	NA	NA
18246	NA	NA
18247	NA	NA
18248	NA	NA
18249	NA	NA
18250	NA	NA
18251	NA	NA
18252	NA	NA
18253	NA	NA
18254	NA	NA
18255	NA	NA
18256	NA	NA
18257	NA	NA
18258	NA	NA
18259	NA	NA
18260	NA	NA
18261	NA	NA
18262	NA	NA
18263	NA	NA
18264	NA	NA
18265	NA	NA
18266	NA	NA
18267	NA	NA
18268	NA	NA
18269	NA	NA
18270	NA	NA
18271	NA	NA
18272	NA	NA
18273	NA	NA
18274	GO:0005783	NA
18275	GO:0005783	NA
18276	GO:0005783	NA
18277	GO:0005783	NA
18278	GO:0005783	NA
18279	GO:0005783	NA
18280	GO:0005783	NA
18281	GO:0005783	NA
18282	GO:0005783	NA
18283	GO:0005783	NA
18284	GO:0005783	NA
18285	GO:0005783	NA
18286	GO:0005783	NA
18287	GO:0005783	NA
18288	GO:0005783	NA
18289	GO:0005783	NA
18290	GO:0005783	NA
18291	GO:0005783	NA
18292	GO:0005783	NA
18293	GO:0005783	NA
18294	GO:0005783	NA
18295	GO:0005783	NA
18296	GO:0005783	NA
18297	GO:0005783	NA
18298	GO:0005783	NA
18299	GO:0005783	NA
18300	NA	NA
18301	NA	NA
18302	NA	NA
18303	NA	NA
18304	GO:0005783	NA
18305	GO:0005783	NA
18306	GO:0005783	NA
18307	GO:0005783	NA
18308	GO:0005783	NA
18309	GO:0005783	NA
18310	GO:0005783	NA
18311	GO:0005783	NA
18312	GO:0005783	NA
18313	GO:0005783	NA
18314	GO:0005783	NA
18315	GO:0005783	NA
18316	GO:0005783	NA
18317	GO:0005783	NA
18318	GO:0005783	NA
18319	GO:0005783	NA
18320	GO:0005783	NA
18321	GO:0005783	NA
18322	GO:0005783	NA
18323	GO:0005783	NA
18324	GO:0005783	NA
18325	GO:0005783	NA
18326	GO:0005783	NA
18327	GO:0005783	NA
18328	GO:0005783	NA
18329	GO:0005783	NA
18330	GO:0005783	NA
18331	GO:0005783	NA
18332	GO:0005783	NA
18333	GO:0005783	NA
18334	GO:0005783	NA
18335	GO:0005783	NA
18336	GO:0005783	NA
18337	GO:0005783	NA
18338	GO:0005783	NA
18339	GO:0005783	NA
18340	GO:0005783	NA
18341	GO:0005783	NA
18342	GO:0005783	NA
18343	GO:0005783	NA
18344	GO:0005783	NA
18345	GO:0005783	NA
18346	GO:0005783	NA
18347	GO:0005783	NA
18348	GO:0005783	NA
18349	GO:0005783	NA
18350	GO:0005783	NA
18351	GO:0005783	NA
18352	GO:0005783	NA
18353	GO:0005783	NA
18354	GO:0005783	NA
18355	GO:0005783	NA
18356	GO:0005783	NA
18357	GO:0005783	NA
18358	GO:0005783	NA
18359	GO:0005783	NA
18360	GO:0005783	NA
18361	GO:0005783	NA
18362	GO:0005783	NA
18363	GO:0005783	NA
18364	GO:0005783	NA
18365	GO:0005783	NA
18366	GO:0005783	NA
18367	GO:0005783	NA
18368	GO:0005783	NA
18369	GO:0005783	NA
18370	GO:0005783	NA
18371	GO:0005783	NA
18372	GO:0005783	NA
18373	GO:0005783	NA
18374	GO:0005783	NA
18375	NA	NA
18376	NA	NA
18377	NA	NA
18378	NA	NA
18379	NA	NA
18380	NA	NA
18381	NA	NA
18382	NA	NA
18383	GO:0005623	GO:0005623
18384	NA	NA
18385	NA	NA
18386	NA	NA
18387	NA	NA
18388	NA	NA
18389	GO:0005623	GO:0005623
18390	NA	NA
18391	NA	NA
18392	NA	NA
18393	NA	NA
18394	NA	NA
18395	NA	NA
18396	NA	NA
18397	NA	NA
18398	NA	NA
18399	NA	NA
18400	GO:0005623	GO:0005623
18401	NA	NA
18402	NA	NA
18403	NA	NA
18404	NA	NA
18405	NA	NA
18406	NA	NA
18407	NA	NA
18408	NA	NA
18409	NA	NA
18410	NA	NA
18411	GO:0016020	GO:0045202
18412	NA	NA
18413	NA	NA
18414	NA	NA
18415	NA	NA
18416	NA	NA
18417	NA	NA
18418	NA	NA
18419	NA	NA
18420	NA	NA
18421	NA	NA
18422	NA	NA
18423	NA	NA
18424	NA	NA
18425	NA	NA
18426	NA	NA
18427	NA	NA
18428	NA	NA
18429	NA	NA
18430	NA	NA
18431	NA	NA
18432	NA	NA
18433	NA	NA
18434	NA	NA
18435	NA	NA
18436	NA	NA
18437	NA	NA
18438	NA	NA
18439	NA	NA
18440	NA	NA
18441	GO:0045202	GO:0045202
18442	NA	NA
18443	NA	NA
18444	NA	NA
18445	NA	NA
18446	NA	NA
18447	NA	NA
18448	GO:0045202	GO:0045202
18449	NA	NA
18450	NA	NA
18451	NA	NA
18452	NA	NA
18453	NA	NA
18454	NA	NA
18455	NA	NA
18456	NA	NA
18457	NA	NA
18458	NA	NA
18459	NA	NA
18460	NA	NA
18461	NA	NA
18462	NA	NA
18463	NA	NA
18464	NA	NA
18465	NA	NA
18466	NA	NA
18467	NA	NA
18468	NA	NA
18469	NA	NA
18470	NA	NA
18471	NA	NA
18472	NA	NA
18473	NA	NA
18474	NA	NA
18475	NA	NA
18476	NA	NA
18477	NA	NA
18478	NA	NA
18479	NA	GO:0031240
18480	NA	NA
18481	NA	NA
18482	NA	NA
18483	NA	NA
18484	NA	NA
18485	NA	NA
18486	NA	NA
18487	NA	NA
18488	GO:0005623	GO:0005623
18489	NA	NA
